grid_id,alias
grid.37179.3b,Katolicki Uniwersytet Lubelski Jana Pawła II
grid.37485.3d,Centre d’étude sur l’Evaluation de la Protection dans le domaine Nucléaire
grid.37600.32,Bakı Dövlət Universiteti
grid.37640.36,SLaM
grid.37678.3d,Svensk Kärnbränslehantering Aktiebolag
grid.38575.3c,Yıldız Teknik Üniversitesi
grid.38603.3e,Sveučilište u Splitu
grid.38926.36,Universitatea de Stat din Moldova
grid.39158.36,Hokkaidō daigaku
grid.39325.3e,Kyiv National University of Technologies and Design
grid.39381.30,Western University
grid.39436.3b,Shànghǎi Dàxué
grid.39479.30,Mass. Eye and Ear
grid.39591.37,Research In Motion Limited
grid.39679.32,New Mexico School of Mines
grid.39679.32,New Mexico Tech
grid.41056.36,Politechnika Lubelska
grid.41156.37,Nanking University
grid.41206.31,Anadolu Üniversitesi
grid.41405.34,V.I. Lenin Georgian Polytechnical Institute
grid.41719.3a,Private Universität für Medizinische Informatik und Technik Tirol
grid.42283.3f,HS Kaiserslautern
grid.42327.30,SickKids
grid.42327.30,Sick Kids Hospital
grid.42399.35,CHU de Bordeaux
grid.42629.3b,University of Northumbria at Newcastle
grid.42687.3f,Ulsan Gwahak Gisul Daehakgyo
grid.42752.36,CSU System
grid.43169.39,Xian Jiaotong University
grid.43169.39,Xi'an Jiao Tong University
grid.43308.3c,Zhōngguó shuǐchǎn Kēxuéyánjiūyuàn
grid.44871.3e,Mumbai University
grid.45083.3a,Lietuvos sveikatos mokslų universiteta
grid.45099.31, FEV Engine Technology
grid.45099.31,Forschungsgesellschaft for Energietechnik and Verbrennungsmotoren
grid.45349.3f,Instituto Superior de Ciências do Trabalho e da Empresa
grid.45419.3d,OCAD University
grid.45515.30,Universitatea de Ştiinţe Agronomice şi Medicină Veterinară
grid.45907.3f,Taiwan Tech
grid.45978.37,Süleyman Demirel Üniversitesi
grid.46072.37,Tehran University
grid.46078.3d,UWaterloo
grid.46699.34,King's
grid.46900.3b,Paris IV
grid.47170.35,"University of Wales Institute, Cardiff"
grid.47170.35,Prifysgol Fetropolitan Caerdydd
grid.47244.31,Regional Technical College
grid.47840.3f,UC Berkeley
grid.47894.36,Colorado State College of Agriculture and Mechanic Arts
grid.47894.36,Colorado Agricultural College
grid.48166.3d,Běijīng Huàgōng Dàxué
grid.48324.39,Uniwersytet Medyczny w Białymstoku
grid.48507.3e,YerPhI
grid.48507.3e,Yerevan Physics Institute
grid.48959.39,Unîmes
grid.49481.30,Te Whare Wānanga o Waikato
grid.49697.35,Universiteit van Pretoria
grid.49746.38,Sakarya Üniversitesi
grid.50545.31,CHU Saint-Pierre
grid.50545.31,Saint-Pierre University Hospital
grid.50971.3a,宁波诺丁汉大学
grid.51462.34,New York Cancer Hospital
grid.52522.32,St. Olavs Hospital Universitetssykehuset i Trondheim
grid.52593.38,Geologiska Forskningscentralen
grid.52593.38,Geologian Tutkimuskeskus
grid.53142.31,Consortium Universities-Companies – RadioCommunication Laboratories
grid.53964.3d,Seattle BioMed
grid.54432.34,Nihon Gakujutsu Shinkō Kai
grid.55047.33,Narodowe Centrum Badań i Rozwoju
grid.55325.34,Oslo universitetssykehus HF
grid.55380.3b,Eurasian National University
grid.55602.34,The Governors of Dalhousie College and University 
grid.55602.34,Dalhousie College
grid.55614.33,Department of Agriculture and Agri-Food
grid.55940.3d,Institiúid Ard-Léinn Bhaile Átha Cliath
grid.57686.3a,Derby College
grid.57686.3a,Derby College of Art and Technology
grid.58140.38,École des Mines de Paris
grid.58192.37,Işık Üniversitesi
grid.58640.3f,Bibra Toxicology Advice & Consulting
grid.59025.3b,Universiti Teknologi Nanyang
grid.59062.38,University of Vermont and State Agricultural College
grid.59547.3a,Gondar College of Medical Sciences
grid.59734.3c,Mount Sinai School of Medicine
grid.59877.34,English Heritage Trust
grid.59914.30,Society for Chemical Engineering and Biotechnology
grid.61221.36,Kwangju Institute of Science and Technology
grid.62167.34,Independent Administrative Institution on Aerospace Research and Development
grid.62167.34,Dokuritsu-gyōsei-hōjin Uchū Kōkū Kenkyū Kaihatsu Kikō
grid.62560.37,The Brigham
grid.62813.3e,Illinois Tech
grid.63054.34,UConn
grid.63622.33,Institute for Animal Health
grid.63833.3d,Atomic Weapons Research Establishment
grid.64337.35,Louisiana State University and Agricultural and Mechanical College
grid.64924.3d,Jílín Dàxué
grid.64939.31,Beijing University of Aeronautics and Astronautics
grid.65519.3e,Oklahoma State
grid.65862.3f,İstanbul Şehir Üniversitesi
grid.66782.3d,DC Children’s Hospital
grid.66782.3d,Children’s National Medical Center
grid.66951.3d,Burnham Institute for Medical Research
grid.67033.31,Tufts-New England Medical Center
grid.67105.35,Case Western Reserve
grid.67105.35,Case
grid.67293.39,Húnán Dàxué
grid.69292.36,Högskolan i Gävle
grid.69474.38,Wojskowa Akademia Techniczna
grid.69566.3a,Tōhoku daigaku
grid.69775.3a,Beijing Steel and Iron Institute
grid.71433.32,Flygtekniska försöksanstalten
grid.72189.35,Helmholtz Centre for Infection Research
grid.72383.3d,DHI Water & Environment
grid.72849.30,Svenska Institutet
grid.73113.37,People's Medical College of the East China Military Commanding Region
grid.73638.39,Högskolan i Halmstad
grid.73638.39,Halmstad University College
grid.75060.34,Consorzio Cesit
grid.76148.3c,Inmos International plc
grid.77048.3c,French Institute for Demographic Studies
grid.77054.31,Ivan Franko National University of Lviv
grid.77184.3d,Äl Farabï atındağı Qazaq Ulttıq Unïversïteti
grid.77268.3c,Kazan State University
grid.77321.30,Moscow University for Women
grid.77354.32,Universitatea Tehnică a Moldovei
grid.77443.33,Alisher Navoiy nomidagi Samarqand Davlat Universiteti 
grid.77602.34,Leading National Research Tomsk State University
grid.77611.36,Permskiy Gosudarstvennyy Universitet
grid.77667.37,Novosibirsk Electrotechnical Institute
grid.77852.3f,National Research University
grid.78041.3a,Hrodna State University
grid.78074.3c,Minsk Radio Engineering Institute
grid.78781.31,Tula State Technical University
grid.79703.3a,Huánán Lǐgōng Dàxué
grid.79757.3b,Uniwersytet Szczeciński
grid.81292.30,Pulp and Paper Research & Technical Centre
grid.82418.37,MET Norway
grid.82418.37,Meteorologisk institutt
grid.82937.37,Eesti Biokeskus
grid.83440.3b,"University College, London"
grid.83440.3b,London University
grid.84393.35,Hospital Universitari i Politècnic La Fe
grid.88379.3d,Birkbeck College
grid.89336.37,UT Austin
grid.89485.38,France Télécom 
grid.94225.38,National Bureau of Standards
grid.95004.38,Maynooth University
grid.95004.38,Ollscoil na hÉireann Má Nuad
grid.97676.39,Fisheries Secretariat
grid.98622.37,Çukurova Üniversitesi
grid.98913.3a,Stanford Research Institute
grid.99024.36,Consorzio QuInn
grid.99308.3b,Telefónica I+D
grid.100995.4,University Hospitals of North Midlands
grid.104514.5,Highways England
grid.104846.f,Queen Margaret College
grid.104846.f,Queen Margaret University College
grid.107891.6,Uniwersytet Opolski
grid.107950.a,Pomorski Uniwersytet Medyczny
grid.107996.0,Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad
grid.108124.e,Universitas Palangka Raya
grid.113596.9,Universiteti Bujqësor i Tiranës
grid.116345.4,Amman Private University
grid.127098.5,Ekonomická univerzita v Bratislave
grid.129553.9,Szent István Egyetem
grid.133342.4,UC Santa Barbara
grid.134936.a,University of Missouri–Columbia
grid.136304.3,Chiba Daigaku
grid.136593.b,Ōsaka daigaku
grid.136594.c,Tōkyō Nōkō Daigaku
grid.139510.f,CHU de Reims
grid.141980.5,Pouliadis kai Synergates AEBE
grid.143640.4,Victoria College
grid.143643.7,Tōkyō Rika Daigaku
grid.144022.1,Xīběi Nónglín Kējì Dàxué
grid.144022.1,Northwest A&F University
grid.145490.d,United Research Services
grid.152326.1,Vandy
grid.155203.0,Cal Poly Pomona
grid.162107.3,Zhōngguó Dìzhì Dàxué
grid.162346.4,University of Hawaii
grid.163004.0,Kaposvári Egyetem
grid.163032.5,Shānxī Dàxué
grid.163555.1,Xīnjiāpō Zhōngyāng Yīyuàn
grid.163555.1,Hospital Besar Singapura
grid.163577.1,Fukui Daigaku
grid.164274.2,Eskişehir Osmangazi Üniversitesi
grid.166341.7,Drexel Institute of Technology
grid.166341.7,Drexel Institute
grid.168010.e,Leland Stanford Junior University
grid.168645.8,UMass Medical School
grid.170205.1,UChicago
grid.171855.f,Vladimir State University Named After Alexander and Nikolay Stoletov
grid.173360.0,Pre-school Development Foundation
grid.174567.6,Nagasaki daigaku
grid.174568.9,Nara Joshi Kōtō Shihan Gakkō
grid.174568.9,Nara Joshi Daigaku
grid.177174.3,Kyūshū Daigaku
grid.177284.f,Keemilise ja Bioloogilise Füüsika Instituut
grid.181531.f,Northern Jiaotong University
grid.181790.6,Montanuniversitaet Leoben
grid.182618.4,Tashkent Institute of Agriculture
grid.182798.d,Rostov State University
grid.183446.c,Moscow Mechanical Institute of Munitions
grid.183446.c,National Research Nuclear University
grid.183446.c,Moscow Engineering and Physics Institute
grid.186587.5,San Jose State
grid.186775.a,Ānhuī Yīkē Dàxué
grid.189504.1,Boston U
grid.189509.c,Duke University Medical Center 
grid.190697.0,Shaw's Garden
grid.190737.b,Chóngqìng Dàxué
grid.192267.9,Alemaya University
grid.194645.b,Hong Kong University
grid.198530.6,China CDC
grid.203458.8,Chongqing University of Medical Sciences
grid.203507.3,Níngbō Dàxué
grid.205975.c,UC Santa Cruz
grid.208078.5,UConn Health Center
grid.208387.6,Vetenskapsrådet
grid.208504.b,Sangyō Gijutsu Sōgō Kenkyū-sho
grid.208516.8,Microelectronics Center of North Carolina
grid.213876.9,Franklin College
grid.213902.b,Cal State Long Beach
grid.213917.f,Georgia Tech
grid.214458.e,UMich
grid.215654.1,Arizona State College 
grid.215654.1,Arizona State Teachers College
grid.215654.1,Tempe State Teachers College
grid.215654.1,Tempe Normal School 
grid.215654.1,Normal School of Arizona 
grid.215654.1,Arizona Normal School 
grid.215654.1,Arizona Territorial Normal School
grid.215654.1,Territorial Normal School 
grid.216938.7,Nánkāi Dàxué
grid.221309.b,Hong Kong Baptist College
grid.223827.e,University of Deseret
grid.225262.3,UMass Lowell
grid.227688.1,Kungliga Vattenfallstyrelsen
grid.232474.4,TRI University Meson Facility
grid.237586.d,Kishō-chō
grid.238398.b,United States Weather Bureau
grid.238434.a,Department of Health
grid.238728.4,Pennsylvania Department of Public Welfare
grid.239102.b,University NAVSTAR Consortium
grid.239119.1,United States Department of Commerce and Labor
grid.239276.b,The Jewish Hospital
grid.239276.b,Einstein Medical Center
grid.239546.f,Children's Hospital Society
grid.239553.b,Children’s Hospital of Pittsburgh of UPMC
grid.239560.b,DC Children’s Hospital
grid.239573.9,Cincinnati Children's
grid.239638.5,Denver General
grid.239638.5,Denver Health
grid.239638.5,Denver General Hospital
grid.239835.6,HackensackUMC
grid.240094.b,Good Sam
grid.240094.b,Good Samaritan Hospital
grid.240206.2,Charlestown Asylum
grid.240206.2,Somerville Asylum 
grid.240324.3,NYU Langone Medical Center
grid.240324.3,NYU Medical Center
grid.240341.0,National Jewish Medical and Research Center
grid.240372.0,Evanston Hospital
grid.240416.5,Ochsner Foundation Hospital
grid.240416.5,Ochsner Hospital
grid.240541.6,Pusat Perubatan UKM 
grid.240541.6,Hospital Universiti Kebangsaan Malaysia
grid.240541.6,Pusat Perubatan Universiti Kebangsaan Malaysia
grid.240541.6,UKM Medical Centre
grid.240741.4,Children's Hospital and Regional Medical Center
grid.240845.f,St. Elizabeth's Hospital
grid.241103.5,Ysbyty Athrofaol Cymru
grid.242769.c,Wonderland of Science
grid.245849.6,"Fenway Community Health Center, Inc"
grid.246886.6,Optical Society of America
grid.246916.e,Point Reyes Bird Observatory
grid.248902.5,Centenary
grid.248902.5,Centenary Institute
grid.249079.1,Ninth Institute of Ministry of Nuclear Industry
grid.249079.1,Ninth Institute of Second Ministry of Mechanical Industry
grid.249225.a,Center for Cultural and Technical Interchange Between East and West
grid.249304.8,Fields Institute
grid.250060.1,LSU AgCenter
grid.250078.8,Midwest Research Institute
grid.250230.6,MDI Biological Laboratory
grid.250263.0,Nathan S. Kline Institute for Psychiatric Research
grid.250343.3,Kokuritsu Jōhōgaku Kenkyūjo
grid.250358.9,Shizenkagaku kenkyuukikou
grid.250407.4,NeuRA
grid.250407.4,Prince of Wales Medical Research Institute
grid.250464.1,Okinawa Kagaku Gijutsu Daigakuin Daigaku
grid.250539.8,Poliktenikong Unibersidad ng Pilipinas
grid.250741.5,Eye Research Institute
grid.250741.5,San Francisco Eye Research Foundation
grid.250889.e,Southwest Foundation for Biomedical Research
grid.250889.e,Southwest Foundation for Research and Education
grid.250889.e,Texas Biomed
grid.251779.f,Adams State Normal School
grid.251779.f,Adams State College
grid.251924.9,Akita Daigaku
grid.251973.b,Alabama A&M University
grid.251984.3,Alaska Methodist University
grid.252222.7,Battle Creek College
grid.252245.6,ānhuī dàxué
grid.252251.3,Ānhuī Zhōngyī xuéyuàn
grid.252292.c,Antioch New England Graduate School
grid.252311.6,Aoyama gakuin daigaku
grid.252427.4,Asahikawa Ika Daigaku
grid.252470.6,Yàzhōu Dàxué
grid.252523.1,Athens Female Academy
grid.252547.3,Auckland Institute of Technology
grid.252555.0,Augustana University
grid.252643.4,Azabu daigaku
grid.252858.0,Bernard M. Baruch College of the City University of New York
grid.252874.e,Bath Spa University College
grid.252874.e,Bath College of Higher Education
grid.252950.9,St. Procopius College Illinois Benedictine College
grid.252968.2,Bentley College
grid.253363.2,University at Lewisburg
grid.253547.2,Cal Poly
grid.253547.2,Cal Poly San Luis Obispo
grid.253547.2,"California Polytechnic State University, San Luis Obispo"
grid.253552.6,Cal State
grid.253553.7,CSU Bakersfield
grid.253554.0,CSU Channel Islands
grid.253555.1,Chico State
grid.253556.2, Cal State Dominguez Hills
grid.253556.2,Dominguez Hills State University
grid.253558.c,Fresno State University
grid.253559.d,Cal State Fullerton
grid.253561.6,Cal State LA
grid.253566.1,Cal State San Marcos
grid.253567.0,Stan State
grid.253567.0,Cal State Stanislaus
grid.253649.f,University College of Cape Breton
grid.253663.7,Shǒudū Shīfàn Dàxué
grid.253692.9,Northfield College
grid.253721.0,Carroll College
grid.254055.3,Baptist College
grid.254145.3,China Medical College
grid.254217.7,Chūbu Daigaku
grid.254250.4, City College
grid.254250.4,City College of the City University of New York
grid.254313.2,Coastal
grid.254462.3,Albertson College of Idaho
grid.254514.3,Holy Cross
grid.254551.2,CSU–Pueblo
grid.254645.4,Concordia University of Edmonton
grid.254672.0,The Cooper Union for the Advancement of Science and Art
grid.254921.9,Indiana Asbury University
grid.255137.7,Dokkyō ika daigaku
grid.255148.f,Dominican College
grid.255169.c,Dōnghuá Dàxué
grid.255178.c,Dōshisha daigaku
grid.255364.3,East Carolina
grid.255434.1,Edge Hill College
grid.255464.4,Ehime Daigaku
grid.255496.9,Elon College
grid.255501.6,Embry-Riddle
grid.255927.e,Saskatchewan Indian Federated College
grid.255936.e,Fitchburg State
grid.255948.7,Florida A&M University
grid.255966.b,Florida Tech
grid.256058.c,Francis Marion College
grid.256075.3,Olin
grid.256075.3,Olin College
grid.256105.5,Fǔrén Dàxué
grid.256169.f,Gakushūin Daigaku
grid.256342.4,Gifu Daigaku
grid.256642.1,Gunma daigaku
grid.256922.8,Hénán Dàxué
grid.256927.d,Arkadelphia Methodist College
grid.256949.5,Fort Wright College
grid.256949.5,Holy Names College
grid.256969.7,High Point College 
grid.257016.7,Hirosaki Daigaku
grid.257022.0,Hiroshima Daigaku
grid.257114.4,Hōsei daigaku
grid.257143.6,Hubei College of Traditional Chinese Medicine
grid.257143.6,Húběi zhōng yīyào dàxué
grid.257418.d,IU Northwest
grid.258151.a,Southern Yangtze University
grid.258151.a,Jiāngnán Dàxué
grid.258202.f,John Jay
grid.258269.2,Juntendō Daigaku
grid.258331.e,Kagawa Daigaku
grid.258333.c,Kagoshima Daigaku
grid.258518.3,Kent State
grid.258550.f,General Motors Institute
grid.258602.b,King College
grid.258622.9,Kindai University
grid.258643.e,Knox Manual Labor College
grid.258769.7,Kutztown University of Pennsylvania
grid.258777.8,Kansei Gakuin Daigaku
grid.258799.8,Kyōto daigaku
grid.258806.1,Kyutech
grid.258860.1,La Sierra
grid.258894.a,Lind University
grid.258979.8,Lawrence Tech
grid.259234.b,LSU Shreveport
grid.259478.5,Maharishi International University
grid.259787.6,McKendree College
grid.259930.4,Methodist College
grid.259939.d,MSU Denver
grid.259979.9,Michigan Tech
grid.260026.0,Mie Daigaku
grid.260120.7,Mississippi State University of Agriculture and Applied Science
grid.260121.6,Industrial Institute and College
grid.260121.6,Mississippi State College for Women
grid.260126.1,Southwest Missouri State University
grid.260128.f,Missouri S&T
grid.260128.f,University of Missouri–Rolla
grid.260198.4,MSU Billings
grid.260201.7,Montclair State College
grid.260293.c,Wheaton Female Seminary
grid.260293.c,Mount Holyoke Female Seminary
grid.260303.4,The Mount
grid.260413.2,Nova Scotia College of Art and Design
grid.260427.5,Nagaoka Gijutsu Kagaku Daigaku
grid.260433.0,Nagoya shiritsu daigaku
grid.260463.5,Nánchāng Dàxué
grid.260483.b,Nántōng Dàxué
grid.260493.a,Nara Sentan Kagaku Gijutsu Daigakuin Daigaku
grid.260542.7,Guólì Zhōngxīng Dàxué
grid.260563.4,Bōei Daigakkō
grid.260664.0,National Taiwan College of Marine Science and Technology
grid.260664.0,Provincial Taiwan Maritime Technology College
grid.260731.1,Mongol Ulsyn Ikh Surguuli
grid.260770.4,Guólì Yángmíng Dàxué
grid.260911.d,City Tech
grid.260917.b,New York Med
grid.260943.a,Kansas Newman College 
grid.260943.a,Sacred Heart College
grid.260969.2,Nihon Daigaku
grid.260975.f,Niigata daigaku
grid.261037.1,North Carolina A&T State University
grid.261049.8,Huáběi diànlì dàxué
grid.261055.5,North Dakota State University of Agriculture and Applied Sciences
grid.261103.7,Northeastern Ohio Universities Colleges of Medicine and Pharmacy
grid.261192.f,Louisiana State Normal School
grid.261219.f,Norwich University – The Military College of Vermont
